space,time,day,poi,type,root_type,rating,weather,tid,label
40.7857731180303 -73.9509916305542,1333,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2173,81
40.7857731180303 -73.9509916305542,490,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2173,81
40.7527188390236 -73.9832156896591,515,Wednesday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2173,81
40.7533225218073 -73.9814734460034,836,Wednesday,New York Public Library Terrace,Park,Outdoors & Recreation,9.4,Clear,2173,81
40.7857731180303 -73.9509916305542,486,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2173,81
40.7527188390236 -73.9832156896591,557,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2173,81
40.7857731180303 -73.9509916305542,559,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2173,81
40.7758536860067 -73.9752548933029,778,Saturday,Strawberry Fields,Memorial Site,Arts & Entertainment,9.0,Clear,2173,81
40.7738835578411 -73.9822195394671,793,Saturday,Century 21 Department Store,Department Store,Shop & Service,7.6,Clear,2173,81
40.7572212983984 -73.9915466308594,878,Saturday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,2173,81
40.9245969967224 -73.9633083343506,961,Saturday,BP,Gas Station,Shop & Service,5.7,Clear,2173,81
40.7857731180303 -73.9509916305542,570,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2173,81
40.7791260657055 -73.9549048945782,709,Sunday,Shake Shack,Burger Joint,Food,9.0,Clear,2173,81
40.7857731180303 -73.9509916305542,1074,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2173,81
40.7857731180303 -73.9509916305542,440,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.7857731180303 -73.9509916305542,1402,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.7857731180303 -73.9509916305542,15,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.7521973600264 -73.9836830220777,879,Wednesday,Szechuan Gourmet,Chinese Restaurant,Food,8.8,Clouds,2174,81
40.7864521553389 -73.9502037911962,506,Thursday,Mr. Clean,Laundry Service,Shop & Service,-1.0,Clear,2174,81
40.7857731180303 -73.9509916305542,506,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.7527188390236 -73.9832156896591,536,Thursday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2174,81
40.7537279726321 -73.9836883576709,536,Thursday,Bryant Park,Park,Outdoors & Recreation,9.7,Clear,2174,81
40.7158682905274 -73.9953216160423,1221,Thursday,Grand Sichuan,Chinese Restaurant,Food,-1.0,Clouds,2174,81
40.7857731180303 -73.9509916305542,1362,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2174,81
40.7857731180303 -73.9509916305542,498,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
