,eq,detaG
1739,,
1740,,
1741,,
1742,,
1743,,
1744,,
1745,,
1746,,
1747,,
1748,,
1749,,
1750,,
1751,,
1752,,
1753,,
1754,,
1755,,
1756,,
1757,,
1758,,
1759,,
1760,,
1761,,
1762,,
1763,,
1764,,
1765,,
1766,,
1767,,
1768,,
1769,,
1770,,
1771,,
1772,,
1773,,
1774,,
1775,,
1776,,
1777,,
1778,,
1779,,
1780,,
1781,,
1782,,
1783,,
1784,,
1785,,
1786,,
1787,,
1788,,
1789,,
1790,,
1791,,
1792,,
1793,,
1794,,
1795,,
1796,,
1797,,
1798,,
1799,,
1800,,
1801,,
1802,,
1803,,
1804,,
1805,,
1806,,
1807,,
1808,,
1809,,
1810,,
1811,,
1812,,
1813,,
1814,C00080 + C13889 + C00063 <=> C00013 + C13892,-1.241138547
1815,,
1816,,
1817,,
1818,,
1819,,
1820,,
1821,,
1822,C00063 + C00080 + C13889 <=> C00013 + C13892,-1.241138547
1823,,
1824,,
1825,,
1826,,
1827,,
1828,C13892 + C00065 <=> 2.0 C00080 + C00055 + C13880,-7.990624445
1829,,
1830,,
1831,,
1832,,
1833,,
1834,,
1835,,
1836,C13892 + C00137 <=> 2.0 C00080 + C00055 + C13888,44.52534534
1837,,
1838,,
1839,,
1840,,
1841,,
1842,,
1843,,
1844,,
1845,,
1846,,
1847,,
1848,,
1849,,
1850,,
1851,,
1852,,
1853,,
1854,,
1855,,
1856,,
1857,,
1858,,
1859,,
1860,,
1861,,
1862,,
1863,,
1864,,
1865,,
1866,,
1867,,
1868,,
1869,,
1870,,
1871,,
1872,,
1873,,
1874,,
1875,,
1876,,
1877,,
1878,,
1879,,
1880,,
1881,,
1882,,
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,,
1890,,
1891,,
1892,,
1893,,
1894,,
1895,,
1896,,
1897,,
1898,,
1899,,
1900,,
1901,,
1902,,
1903,,
1904,,
1905,,
1906,,
1907,,
1908,,
1909,,
1910,,
1911,,
1912,,
1913,,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,,
1921,,
1922,,
1923,,
1924,,
1925,,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,,
1937,,
1938,,
1939,,
1940,,
1941,,
1942,,
1943,,
1944,,
1945,,
1946,,
1947,,
1948,,
1949,,
1950,,
1951,,
1952,,
1953,,
1954,,
1955,,
1956,,
1957,,
1958,,
1959,,
1960,,
1961,,
1962,,
1963,,
1964,,
1965,,
1966,,
1967,,
1968,,
1969,,
1970,,
1971,,
1972,,
1973,,
1974,,
1975,,
1976,,
1977,,
1978,,
1979,,
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,,
2019,,
2020,,
2021,,
2022,,
2023,,
2024,,
2025,,
2026,,
2027,,
2028,,
2029,,
2030,,
2031,,
2032,,
2033,,
2034,,
2035,,
2036,,
2037,,
2038,,
2039,,
2040,,
2041,,
2042,,
2043,,
2044,,
2045,,
2046,,
2047,,
2048,,
2049,,
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,,
2057,,
2058,,
2059,,
2060,,
2061,,
2062,,
2063,,
2064,,
2065,,
2066,,
2067,,
2068,,
2069,,
2070,,
2071,,
2072,,
2073,,
2074,,
2075,,
2076,,
2077,,
2078,,
2079,,
2080,,
2081,,
2082,,
2083,,
2084,,
2085,,
2086,,
2087,,
2088,,
2089,,
2090,,
2091,,
2092,,
2093,,
2094,,
2095,,
2096,,
2097,,
2098,,
2099,,
2100,,
2101,,
2102,,
2103,,
2104,,
2105,,
2106,,
2107,,
2108,,
2109,,
2110,,
2111,,
2112,,
2113,,
2114,,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,,
2122,,
2123,,
2124,,
2125,,
2126,,
2127,,
2128,,
2129,,
2130,,
2131,,
2132,,
2133,,
2134,,
2135,,
2136,,
2137,,
2138,,
2139,,
2140,,
2141,,
2142,,
2143,,
2144,,
2145,,
2146,,
2147,,
2148,,
2149,,
2150,,
2151,,
2152,,
2153,,
2154,,
2155,,
2156,,
2157,,
2158,,
2159,,
2160,,
2161,,
2162,,
2163,,
2164,,
2165,,
2166,,
2167,,
2168,,
2169,,
2170,,
2171,,
2172,,
2173,,
2174,,
2175,,
2176,,
2177,,
2178,,
2179,,
2180,,
2181,,
2182,,
2183,,
2184,,
2185,,
2186,,
2187,,
2188,,
2189,,
2190,,
2191,,
2192,,
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,,
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,,
2319,,
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,,
2359,,
2360,,
2361,,
2362,,
2363,,
2364,,
2365,,
2366,,
2367,,
2368,,
2369,,
2370,,
2371,,
2372,,
2373,,
2374,,
2375,,
2376,,
2377,,
2378,,
2379,,
2380,,
2381,,
2382,,
2383,,
2384,,
2385,,
2386,,
2387,,
2388,,
2389,,
2390,,
2391,,
2392,,
2393,,
2394,,
2395,,
2396,,
2397,,
2398,C00001 + C04102 <=> C00080 + C00249 + C00670,-7.389571662
2399,,
2400,,
2401,C00001 + C03916 <=> C00080 + C00712 + C00670,-7.390864125
2402,,
2403,,
2404,,
2405,,
2406,,
2407,,
2408,,
2409,,
2410,C00001 + C04102 <=> C00080 + C00670 + C00249,-7.389571662
2411,,
2412,,
2413,C00001 + C03916 <=> C00080 + C00670 + C00712,-7.390864125
2414,,
2415,,
2416,,
2417,,
2418,,
2419,,
2420,,
2421,,
2422,,
2423,,
2424,,
2425,,
2426,,
2427,,
2428,,
2429,,
2430,,
2431,,
2432,,
2433,,
2434,,
2435,,
2436,,
2437,,
2438,,
2439,,
2440,,
2441,,
2442,,
2443,,
2444,,
2445,,
2446,,
2447,,
2448,,
2449,,
2450,,
2451,,
2452,,
2453,,
2454,,
2455,,
2456,,
2457,,
2458,,
2459,,
2460,,
2461,,
2462,,
2463,,
2464,,
2465,,
2466,,
2467,,
2468,,
2469,,
2470,,
2471,,
2472,,
2473,,
2474,,
2475,,
2476,,
2477,,
2478,,
2479,,
2480,,
2481,,
2482,,
2483,,
2484,,
2485,,
2486,,
2487,,
2488,,
2489,,
2490,,
2491,,
2492,,
2493,,
2494,,
2495,,
2496,,
2497,,
2498,,
2499,,
2500,,
2501,,
2502,,
2503,,
2504,,
2505,,
2506,,
2507,,
2508,,
2509,,
2510,,
2511,,
2512,,
2513,,
2514,,
2515,,
2516,,
2517,,
2518,,
2519,,
2520,,
2521,,
2522,,
2523,,
2524,,
2525,,
2526,,
2527,,
2528,,
2529,,
2530,,
2531,,
2532,,
2533,,
2534,,
2535,,
2536,,
2537,,
2538,,
2539,,
2540,,
2541,,
2542,,
2543,,
2544,,
2545,,
2546,,
2547,,
2548,,
2549,,
2550,,
2551,,
2552,,
2553,,
2554,,
2555,,
2556,,
2557,,
2558,,
2559,,
2560,,
2561,,
2562,,
2563,,
2564,,
2565,,
2566,,
2567,,
2568,,
2569,,
2570,,
2571,,
2572,,
2573,,
2574,,
2575,,
2576,,
2577,,
2578,,
2579,,
2580,,
2581,,
2582,,
2583,,
2584,,
2585,,
2586,,
2587,,
2588,,
2589,,
2590,,
2591,,
2592,,
2593,,
2594,,
2595,,
2596,C00001 + C13890 <=> C00009 + C13889 + 2.0 C00080,-24.08805321
2597,,
2598,,
2599,,
2600,,
2601,,
2602,,
2603,,
2604,C00001 + C13890 <=> C00009 + C13889 + 2.0 C00080,-24.08805321
2605,,
2606,,
2607,,
2608,,
2609,,
2610,,
2611,,
2612,,
2613,,
2614,,
2615,,
2616,,
2617,,
2618,,
2619,,
2620,,
2621,,
2622,,
2623,,
2624,,
2625,,
2626,,
2627,,
2628,,
2629,,
2630,,
2631,,
2632,,
2633,,
2634,,
2635,,
2636,,
2637,,
2638,,
2639,,
2640,,
2641,,
2642,,
2643,,
2644,,
2645,,
2646,,
2647,,
2648,,
2649,,
2650,,
2651,,
2652,,
2653,,
2654,,
2655,,
2656,,
2657,,
2658,,
2659,,
2660,,
2661,,
2662,,
2663,,
2664,,
2665,,
2666,,
2667,,
2668,,
2669,,
2670,,
2671,,
2672,,
2673,,
2674,,
2675,,
2676,,
2677,,
2678,,
2679,,
2680,,
2681,,
2682,,
2683,,
2684,,
2685,,
2686,,
2687,,
2688,,
2689,,
2690,,
2691,,
2692,,
2693,,
2694,,
2695,,
2696,,
2697,,
2698,,
2699,,
2700,,
2701,,
2702,,
2703,,
2704,C13889 + C00080 + C00002 <=> C00008 + C13890,-2.671562964
2705,,
2706,,
2707,,
2708,,
2709,,
2710,,
2711,,
2712,C13889 + C00080 + C00002 <=> C00008 + C13890,-2.671562964
2713,,
2714,,
2715,,
2716,,
2717,,
2718,,
2719,,
2720,,
2721,,
2722,,
2723,,
2724,,
2725,,
2726,,
2727,,
2728,,
2729,,
2730,,
2731,,
2732,,
2733,,
2734,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,,
2742,,
2743,,
2744,,
2745,,
2746,,
2747,,
2748,,
2749,,
2750,,
2751,,
2752,,
2753,,
2754,,
2755,,
2756,,
2757,,
2758,,
2759,,
2760,,
2761,,
2762,,
2763,,
2764,,
2765,,
2766,,
2767,,
2768,,
2769,,
2770,,
2771,,
2772,,
2773,,
2774,,
2775,,
2776,,
2777,,
2778,,
2779,,
2780,,
2781,,
2782,,
2783,,
2784,,
2785,,
2786,,
2787,,
2788,,
2789,,
2790,,
2791,,
2792,,
2793,,
2794,,
2795,,
2796,,
2797,,
2798,,
2799,,
2800,,
2801,,
2802,,
2803,,
2804,,
2805,,
2806,,
2807,,
2808,,
2809,,
2810,,
2811,,
2812,,
2813,,
2814,,
2815,,
2816,,
2817,,
2818,,
2819,,
2820,,
2821,,
2822,,
2823,,
2824,,
2825,,
2826,,
2827,,
2828,,
2829,,
2830,,
2831,,
2832,,
2833,,
2834,,
2835,,
2836,,
2837,,
2838,,
2839,,
2840,,
2841,,
2842,,
2843,,
2844,,
2845,,
2846,,
2847,,
2848,,
2849,,
2850,,
2851,,
2852,,
2853,,
2854,,
2855,,
2856,,
2857,,
2858,,
2859,,
2860,,
2861,,
2862,,
2863,,
2864,,
2865,,
2866,,
2867,,
2868,,
2869,,
2870,,
2871,,
2872,,
2873,,
2874,,
2875,,
2876,C02679 <=> C02679,0
2877,C06424 <=> C06424,0
2878,C00249 <=> C00249,0
2879,C08362 <=> C08362,0
2880,C01530 <=> C01530,0
2881,C00712 <=> C00712,0
2882,C00083 <=> C00083,0
2883,C01832 <=> C01832,0
2884,C02593 <=> C02593,0
2885,C00154 <=> C00154,0
2886,C21072 <=> C21072,KeyError arised:'C21072'
2887,C00412 <=> C00412,0
2888,C00510 <=> C00510,0
2889,C02041 <=> C02041,0
2890,C16528 <=> C16528,0
2891,C16529 <=> C16529,0
2892,,
2893,C00080 <=> C00080,0
2894,C00001 <=> C00001,0
2895,C00011 <=> C00011,0
2896,C00010 <=> C00010,0
2897,C00005 <=> C00005,0
2898,C00006 <=> C00006,0
2899,C00007 <=> C00007,0
2900,C00004 <=> C00004,0
2901,C00003 <=> C00003,0
2902,C00093 <=> C00093,0
2903,C00111 <=> C00111,0
2904,C00013 <=> C00013,0
2905,C00009 <=> C00009,0
2906,C00063 <=> C00063,0
2907,C00112 <=> C00112,0
2908,C00055 <=> C00055,0
2909,C00570 <=> C00570,0
2910,C00307 <=> C00307,0
2911,C00002 <=> C00002,0
2912,C00020 <=> C00020,0
2913,C00065 <=> C00065,0
2914,C00137 <=> C00137,0
2915,C00019 <=> C00019,0
2916,C00021 <=> C00021,0
2917,C15777 <=> C15777,0
2918,C04525 <=> C04525,0
2919,C01724 <=> C01724,0
2920,C01694 <=> C01694,0
2921,C05437 <=> C05437,0
2922,,
2923,,
2924,,
2925,,
2926,,
2927,,
2928,,
2929,,
2930,,
2931,,
2932,,
2933,,
2934,C13888 <=> C13888,0
2935,,
2936,,
2937,,
2938,C00670 <=> C00670,0
2939,C00249 <=> C00249,0
2940,C08362 <=> C08362,0
2941,C01530 <=> C01530,0
2942,C00712 <=> C00712,0
2943,C01832 <=> C01832,0
2944,C02593 <=> C02593,0
2945,C00154 <=> C00154,0
2946,C21072 <=> C21072,KeyError arised:'C21072'
2947,C00412 <=> C00412,0
2948,C00510 <=> C00510,0
2949,C00093 <=> C00093,0
2950,C00111 <=> C00111,0
2951,C00005 <=> C00005,0
2952,C00006 <=> C00006,0
2953,C00002 <=> C00002,0
2954,C00020 <=> C00020,0
2955,C00013 <=> C00013,0
2956,,
2957,,
2958,,
2959,,
2960,,
2961,,
2962,,
2963,,
2964,C00001 <=> C00001,0
2965,C00116 <=> C00116,0
2966,C16528 <=> C16528,0
2967,C16529 <=> C16529,0
2968,,
2969,C00002 <=> C00002,0
2970,C00008 <=> C00008,0
2971,C00080 <=> C00080,0
2972,C00001 <=> C00001,0
2973,C00009 <=> C00009,0
2974,C00670 <=> C00670,0
2975,C01225 <=> C01225,0
2976,C00249 <=> C00249,0
2977,C08362 <=> C08362,0
2978,C01530 <=> C01530,0
2979,C00712 <=> C00712,0
2980,C02041 <=> C02041,0
2981,C16528 <=> C16528,0
2982,C16529 <=> C16529,0
2983,,
2984,,
2985,,
2986,,
2987,,
2988,,
2989,,
2990,,
2991,,
2992,,
2993,,
2994,,
2995,,
2996,,
2997,,
2998,,
2999,,
3000,,
3001,,
3002,,
3003,,
3004,,
3005,,
3006,,
3007,,
3008,,
3009,,
3010,,
3011,,
3012,,
3013,,
3014,,
3015,,
3016,C00001 <=> C00001,0
3017,C00009 <=> C00009,0
3018,C00080 <=> C00080,0
3019,C00002 <=> C00002,0
3020,C00008 <=> C00008,0
3021,C00011 <=> C00011,0
3022,,
3023,,
3024,,
3025,,
3026,,
3027,,
3028,,
3029,,
3030,C00001 <=> C00001,0
3031,C00009 <=> C00009,0
3032,C00080 <=> C00080,0
3033,C00011 <=> C00011,0
3034,C00002 <=> C00002,0
3035,C00008 <=> C00008,0
3036,C00001 <=> C00001,0
3037,C00011 <=> C00011,0
3038,C21072 <=> C21072,KeyError arised:'C21072'
3039,C00510 <=> C00510,0
3040,,
3041,,
3042,,
3043,,
3044,,
3045,,
3046,C00249 <=> C00249,0
3047,C01530 <=> C01530,0
3048,C00010 <=> C00010,0
3049,C02679 <=> C02679,0
3050,C06424 <=> C06424,0
3051,C08320 <=> C08320,0
3052,,
3053,,
3054,,
3055,,
3056,,
3057,,
3058,,
3059,,
3060,,
3061,,
3062,,
3063,,
3064,,
3065,,
3066,,
3067,,
3068,,
3069,,
3070,,
3071,,
3072,,
3073,,
3074,,
3075,,
3076,,
3077,,
3078,,
3079,,
3080,,
3081,,
3082,,
3083,,
3084,,
3085,C15777 <=> C15777,0
3086,C04525 <=> C04525,0
3087,C01724 <=> C01724,0
3088,C05437 <=> C05437,0
3089,,
3090,,
3091,,
3092,,
3093,,
3094,,
3095,,
3096,,
3097,,
3098,,
3099,,
3100,,
3101,,
3102,,
3103,,
3104,,
3105,,
3106,,
3107,,
3108,,
3109,,
3110,,
3111,,
3112,,
3113,,
3114,,
3115,C04102 <=> C04102,0
3116,,
3117,,
3118,C03916 <=> C03916,0
3119,,
3120,,
3121,,
3122,,
3123,C13889 <=> C13889,0
3124,,
3125,,
3126,,
3127,,
3128,,
3129,,
3130,,
3131,C13889 <=> C13889,0
3132,,
3133,,
3134,,
3135,,
3136,,
3137,C13880 <=> C13880,0
3138,,
3139,,
3140,,
3141,,
3142,,
3143,,
3144,,
3145,,
3146,,
3147,,
3148,,
3149,,
3150,,
3151,,
3152,,
3153,,
3154,,
3155,,
3156,,
3157,,
3158,,
3159,,
3160,,
3161,,
3162,,
3163,,
3164,,
3165,,
3166,,
3167,,
3168,,
3169,C13889 <=> C13889,0
3170,,
3171,,
3172,,
3173,,
3174,,
3175,,
3176,,
3177,C13888 <=> C13888,0
3178,,
3179,,
3180,,
3181,,
3182,,
3183,,
3184,,
3185,C13880 <=> C13880,0
3186,,
3187,,
3188,,
3189,,
3190,,
3191,,
3192,,
3193,,
3194,,
3195,,
3196,,
3197,,
3198,,
3199,,
3200,,
3201,C13889 <=> C13889,0
3202,,
3203,,
3204,,
3205,,
3206,,
3207,,
3208,,
3209,C13888 <=> C13888,0
3210,,
3211,,
3212,,
3213,,
3214,,
3215,,
3216,,
3217,C13880 <=> C13880,0
3218,,
3219,,
3220,,
3221,,
3222,,
3223,,
3224,,
3225,,
3226,,
3227,,
3228,,
3229,,
3230,,
3231,,
3232,,
3233,,
3234,,
3235,,
3236,,
3237,,
3238,,
3239,,
3240,,
3241,C13888 <=> C13888,0
3242,,
3243,,
3244,,
3245,,
3246,,
3247,,
3248,,
3249,,
3250,,
3251,,
3252,,
3253,,
3254,,
3255,,
3256,,
3257,,
3258,,
3259,,
3260,,
3261,,
3262,,
3263,,
3264,,
3265,C13880 <=> C13880,0
3266,,
3267,,
3268,,
3269,C08320 <=> C08320,0
3270,,
3271,,
3272,,
3273,,
3274,,
3275,C13889 <=> C13889,0
3276,,
3277,,
3278,,
3279,,
3280,,
3281,,
3282,,
3283,,
3284,,
3285,,
3286,,
3287,,
3288,,
3289,,
3290,,
3291,,
3292,,
3293,,
3294,,
3295,,
3296,,
3297,,
3298,,
3299,,
3300,,
3301,C13888 <=> C13888,0
3302,,
3303,,
3304,,
3305,C08320 <=> C08320,0
3306,,
3307,C01694 <=> C01694,0
3308,C00009 <=> C00009,0
3309,,
3310,,
3311,,
3312,,
3313,,
3314,,
3315,,
3316,,
3317,,
3318,,
3319,,
3320,,
3321,,
3322,,
3323,,
3324,,
3325,C00080 <=> C00080,0
3326,C00093 <=> C00093,0
3327,C00055 <=> C00055,0
3328,C00063 <=> C00063,0
3329,C00009 <=> C00009,0
3330,C00013 <=> C00013,0
3331,,
3332,,
3333,,
3334,,
3335,,
3336,,
3337,,
3338,,
3339,,
3340,,
3341,,
3342,,
3343,,
3344,,
3345,,
3346,,
3347,,
3348,,
3349,,
3350,,
3351,,
3352,,
3353,,
3354,C02737 <=> C02737,KeyError arised:'C02737'
3355,,
3356,,
3357,,
3358,,
3359,,
3360,,
3361,,
3362,,
3363,C00157 <=> C00157,KeyError arised:'C00157'
3364,,
3365,,
3366,,
3367,,
3368,,
3369,,
3370,,
3371,,
3372,C00350 <=> C00350,KeyError arised:'C00350'
3373,,
3374,,
3375,,
3376,,
3377,,
3378,,
3379,,
3380,,
3381,,
3382,,
3383,,
3384,,
3385,,
3386,,
3387,,
3388,,
3389,,
3390,,
3391,,
3392,,
3393,,
3394,,
3395,,
3396,,
3397,,
3398,,
3399,,
3400,,
3401,,
3402,,
3403,,
3404,,
3405,C00422 <=> C00422,KeyError arised:'C00422'
3406,C00033 + C00091 <=> C00024 + C00042,3.121549179
3407,C15670 <=> C15670,0
3408,,
3409,C00001 + C00492 <=> C00095 + C05402,-22.57088954
3410,C00492 <=> ,935.0995258
3411,C05402 <=> ,685.8482582
3412,C00001 + C00299 <=> C00121 + C00106,-20.10896249
3413,C00002 + C00001 <=> C00008 + C00080 + C00009,-26.75961617
3414,0.527012401964609 C00886 + 0.184592178971158 C02163 + 0.116820320233205 C03402 + 0.341731040134025 C02984 + 0.00758125964441183 C03125 + 0.121070423838014 C02282 + 0.346670343714861 C02987 + 0.33357542435412 C02412 + 0.0761571964321321 C02988 + 0.221349807713738 C03127 + 0.340467492580805 C02047 + 0.328750973172121 C01931 + 0.0582378601225956 C02430 + 0.15380767944836 C03511 + 0.189186891122282 C02702 + 0.212964470019559 C02553 + 0.219856538246244 C02992 + 0.0326223903740585 C03512 + 0.117164920221219 C02839 + 0.303939602869103 C02554 <=> 0.527012401964609 C01635 + 0.184592178971158 C01636 + 0.116820320233205 C01637 + 0.341731040134025 C01638 + 0.00758125964441183 C01639 + 0.121070423838014 C01640 + 0.346670343714861 C01641 + 0.33357542435412 C01642 + 0.0761571964321321 C01643 + 0.221349807713738 C01644 + 0.340467492580805 C01645 + 0.328750973172121 C01646 + 0.0582378601225956 C01647 + 0.15380767944836 C01648 + 0.189186891122282 C01649 + 0.212964470019559 C01650 + 0.219856538246244 C01651 + 0.0326223903740585 C01652 + 0.117164920221219 C00787 + 0.303939602869103 C01653 + C00492,KeyError arised:'C00886'
3415,0.748514964334505 C00965 + 0.25009165448919 C02493 + 0.361414527575564 C00182 + 0.710939625370425 C00464 + 0.138275712087142 C01083 <=> C05402,KeyError arised:'C00464'
3416,,
3417,,
3418,,
3419,,
3420,,
3421,,
3422,,
3423,,
3424,,
3425,,
3426,,
3427,,
3428,,
3429,,
3430,,
3431,,
3432,,
3433,,
3434,,
3435,,
3436,,
3437,,
3438,,
3439,,
3440,,
3441,,
3442,,
3443,,
3444,,
3445,,
3446,,
3447,,
3448,,
3449,,
3450,,
3451,,
3452,,
3453,,
3454,,
3455,,
3456,,
3457,,
3458,,
3459,,
3460,,
3461,,
3462,,
3463,,
3464,,
3465,,
3466,,
3467,,
3468,,
3469,,
3470,,
3471,,
3472,,
3473,,
3474,,
3475,,
3476,,
3477,,
3478,,
3479,,
3480,,
3481,,
3482,,
3483,,
3484,,
3485,,
3486,,
3487,,
3488,,
3489,,
3490,,
3491,,
3492,,
3493,,
3494,,
3495,,
3496,,
3497,,
3498,,
3499,,
3500,,
3501,,
3502,,
3503,,
3504,,
3505,,
3506,,
3507,,
3508,,
3509,,
3510,,
3511,,
3512,,
3513,,
3514,,
3515,,
3516,,
3517,,
3518,,
3519,C00524 <=> C00032 + C02248,KeyError arised:'C00524'
3520,C00080 + C00004 + C00741 <=> C00810 + C00003,-14.82561281
3521,C00003 + C00810 <=> C00080 + C00741 + C00004,14.82561281
3522,C00002 + C00001 + C06112 + C00064 <=> C00008 + C00080 + C00025 + C00009 + C02282,KeyError arised:'C06112'
3523,,
3524,,
3525,C00080 + C00005 + 2.0 C00472 <=> C00006 + 2.0 C02389,184.3368801
3526,,
3527,C00001 + C00301 <=> C00020 + 2.0 C00080 + C00117,-54.36913115
3528,C00062 <=> C00062,0
3529,C00135 <=> C00135,0
3530,C00047 <=> C00047,0
3531,C00002 + C00010 + C00209 <=> C00020 + C00013 + C00313,-15.74402572
3532,,
3533,,
3534,C01330 + C00238 + C00698 <=> C00238 + C01330 + C00698,0
3535,C00095 <=> C00095,0
3536,C00124 <=> C00124,0
3537,C00110 + C00043 <=> C04500 + C00105,2.412602428
3538,C00051 + C00001 <=> C01419 + C00025,22.08121899
3539,C00002 + C00001 + C01413 <=> C00008 + C00080 + C00009 + C01413,-26.75961617
3540,,
3541,C00187 <=> C00187,0
3542,,
3543,C00003 + C03351 <=> C00080 + C00004 + C03067,12.80920242
3544,C00003 + C07216 <=> C00080 + C00004 + C07209,20.88168271
3545,C00003 + C06576 <=> C00080 + C00004 + C06577,20.84352265
3546,C00003 + C06757 <=> C00080 + C00004 + C06758,20.84352265
3547,C00003 + C00556 <=> C00080 + C00004 + C00261,20.84352265
3548,C00002 + C00001 + C19610 <=> C00008 + C00080 + C00009 + C19610,-26.75961617
3549,C00003 + C00392 <=> C00095 + C00080 + C00004,11.46848452
3550,C06033 <=> 2.0 C00022,-6.199860586
3551,C00080 + C00036 <=> C00011 + C00022,-16.85810271
3552,C00001 + C00073 + C00343 <=> C00080 + C00342 + C15999,110.0810349
3553,C00002 + C00148 + C01649 <=> C00020 + C00013 + C02702,KeyError arised:'C01649'
3554,C00051 <=> C01419 + C01879,26.74994099
3555,C15522 <=> C00001 + C00268,-31.9780967
3556,2.0 C00080 + 2.0 C00704 <=> C00027 + C00007,-34.94142357
3557,C00001 + C06369 <=> C00009 + C00586,-8.28511338
3558,,
3559,,
3560,C00038 <=> C00038,0
3561,C00038 <=> C00038,0
3562,,
3563,C00004 + 2.0 C00996 <=> C00080 + C00003 + 2.0 C00999,KeyError arised:'C00996'
3564,C00006 + C20227 <=> C00080 + C00005 + C20226,-29.41451556
3565,C01322 + C00051 <=> C00462 + C02320,KeyError arised:'C01322'
3566,C00051 + C01322 <=> C00462 + C02320,KeyError arised:'C01322'
3567,C00051 + C01322 <=> C00462 + C02320,KeyError arised:'C01322'
3568,C00001 + C00073 + C00343 <=> C00080 + C00342 + C02989,160.1136921
3569,,
3570,,
3571,C00002 + 2.0 C00001 + C01879 <=> C00008 + C00080 + C00025 + C00009,-31.42833818
3572,C11511 <=> C01342 + C00036,-40.3098357
3573,C01322 + C00051 <=> C00462 + C02320,KeyError arised:'C01322'
3574,2.0 C00051 + C05422 <=> C00127 + C00072,-51.15140461
3575,2.0 C00051 + C05422 <=> C00127 + C00072,-51.15140461
3576,C00086 <=> C00001 + C01566,4.547804979
3577,C00661 + C00064 + C00117 <=> C00080 + 3.0 C00001 + C00025 + C00009 + C00018,-307.3435793
3578,C00199 + C00661 + C00064 <=> C00080 + 3.0 C00001 + C00025 + C00009 + C00018,-308.3838365
3579,C00001 + C01419 <=> C00097 + C00037,5.53300677
3580,C00001 + C05729 <=> C00037 + C05726,KeyError arised:'C05729'
3581,C00061 + C00001 <=> C00009 + C00255,-21.61530372
3582,4.0 C00080 + 4.0 C14818 + C00007 <=> 2.0 C00001 + 4.0 C14819,KeyError arised:'C14819'
3583,,
3584,,
3585,C00001 + C03360 <=> C00080 + C00009 + C00870,14.94175788
3586,C00003 + C01507 <=> C00080 + C00247 + C00004,13.21250666
3587,C00002 + C00984 <=> C00008 + C00446 + C00080,-24.00784606
3588,C00001 + C04047 <=> C00010 + C00080 + C01188,-8.49346534
3589,C00002 + C00001 + C01330 <=> C00008 + C00080 + C00009 + C01330,-26.75961617
3590,C00002 + C00001 + C00370 <=> C00008 + C00080 + C00009 + C00370,-26.75961617
3591,C00026 + C00041 <=> C00025 + C00022,0.671717886
3592,C00001 + C02505 <=> C01342 + C07086,-21.67321861
3593,C00001 + C02693 <=> C01342 + C00954,-21.67476085
3594,C01342 + C00511 <=> C00001 + C01659,-6.712285513
3595,C00001 + C09815 <=> C01342 + C00180,-32.45130569
3596,C00002 + C00257 <=> C00345 + C00008 + C00080,-16.86655469
