mv_TID24430_START0_SIZE1_FT_0_CLASS881,mv_TID24430_START2_SIZE4_FT_0_CLASS881,mv_TID24428_START14_SIZE1_FT_0_6_CLASS881,mv_TID24458_START13_SIZE3_FT_0_CLASS881,mv_TID24457_START18_SIZE5_FT_0_CLASS881,mv_TID24442_START8_SIZE2_FT_0_CLASS881,mv_TID24452_START19_SIZE5_FT_0_CLASS881,mv_TID24450_START0_SIZE5_FT_0_CLASS881,mv_TID24448_START13_SIZE3_FT_0_CLASS881,mv_TID24446_START6_SIZE4_FT_0_CLASS881,mv_TID24431_START9_SIZE4_FT_0_CLASS881,mv_TID24435_START0_SIZE2_FT_0_CLASS881,mv_TID24448_START1_SIZE5_FT_0_CLASS881,mv_TID24458_START0_SIZE3_FT_0_1_CLASS881,mv_TID24442_START4_SIZE4_FT_0_CLASS881,mv_TID24448_START0_SIZE1_FT_0_1_CLASS881,mv_TID24450_START17_SIZE1_FT_0_4_CLASS881,mv_TID24457_START0_SIZE5_FT_0_CLASS881,mv_TID24447_START20_SIZE1_FT_0_1_4_5_CLASS881,mv_TID24452_START0_SIZE5_FT_0_CLASS881,mv_TID24447_START9_SIZE5_FT_0_CLASS881,mv_TID24448_START6_SIZE1_FT_0_CLASS881,mv_TID24429_START6_SIZE5_FT_0_CLASS881,mv_TID24457_START5_SIZE1_FT_0_CLASS881,mv_TID24457_START23_SIZE3_FT_0_CLASS881,mv_TID24435_START2_SIZE4_FT_0_CLASS881,mv_TID24458_START16_SIZE1_FT_0_6_CLASS881,mv_TID24436_START5_SIZE2_FT_0_CLASS881,mv_TID24434_START10_SIZE1_FT_0_CLASS881,mv_TID24446_START16_SIZE4_FT_0_CLASS881,mv_TID24448_START12_SIZE1_FT_0_CLASS881,mv_TID24450_START23_SIZE1_FT_0_CLASS881,mv_TID24431_START0_SIZE4_FT_0_CLASS881,mv_TID24456_START18_SIZE2_FT_0_CLASS881,mv_TID24450_START16_SIZE1_FT_0_4_CLASS881,mv_TID24429_START17_SIZE4_FT_0_CLASS881,mv_TID24448_START18_SIZE5_FT_0_CLASS881,mv_TID24430_START10_SIZE4_FT_0_CLASS881,mv_TID24434_START16_SIZE5_FT_0_CLASS881,mv_TID24436_START7_SIZE1_FT_0_CLASS881,mv_TID24458_START12_SIZE1_FT_0_1_CLASS881,mv_TID24450_START11_SIZE5_FT_0_CLASS881,mv_TID24428_START6_SIZE4_FT_0_CLASS881,mv_TID24435_START6_SIZE2_FT_0_CLASS881,mv_TID24451_START5_SIZE4_FT_0_CLASS881,mv_TID24457_START26_SIZE2_FT_0_CLASS881,mv_TID24431_START8_SIZE1_FT_0_1_CLASS881,mv_TID24431_START13_SIZE2_FT_0_CLASS881,mv_TID24434_START5_SIZE5_FT_0_CLASS881,mv_TID24456_START6_SIZE4_FT_0_CLASS881,mv_TID24442_START11_SIZE3_FT_0_CLASS881,mv_TID24451_START4_SIZE1_FT_0_1_4_5_CLASS881,mv_TID24428_START0_SIZE1_FT_0_CLASS881,mv_TID24452_START24_SIZE5_FT_0_CLASS881,mv_TID24456_START14_SIZE4_FT_0_CLASS881,mv_TID24452_START6_SIZE5_FT_0_CLASS881,mv_TID24435_START15_SIZE1_FT_0_CLASS881,mv_TID24442_START0_SIZE4_FT_0_CLASS881,mv_TID24451_START13_SIZE1_FT_0_1_CLASS881,mv_TID24457_START11_SIZE2_FT_0_CLASS881,mv_TID24457_START13_SIZE5_FT_0_CLASS881,mv_TID24451_START14_SIZE3_FT_0_CLASS881,mv_TID24452_START18_SIZE1_FT_0_CLASS881,mv_TID24431_START15_SIZE1_FT_0_5_CLASS881,mv_TID24436_START1_SIZE4_FT_0_CLASS881,mv_TID24446_START14_SIZE1_FT_0_1_CLASS881,mv_TID24450_START5_SIZE5_FT_0_CLASS881,mv_TID24458_START3_SIZE1_FT_0_1_4_5_CLASS881,mv_TID24430_START6_SIZE4_FT_0_CLASS881,mv_TID24458_START4_SIZE4_FT_0_CLASS881,mv_TID24431_START4_SIZE4_FT_0_CLASS881,mv_TID24442_START10_SIZE1_FT_0_CLASS881,mv_TID24436_START10_SIZE2_FT_0_CLASS881,mv_TID24452_START11_SIZE2_FT_0_CLASS881,mv_TID24435_START12_SIZE3_FT_0_CLASS881,mv_TID24448_START7_SIZE5_FT_0_CLASS881,mv_TID24447_START15_SIZE5_FT_0_CLASS881,mv_TID24446_START4_SIZE2_FT_0_CLASS881,mv_TID24452_START13_SIZE5_FT_0_CLASS881,mv_TID24447_START14_SIZE1_FT_0_5_CLASS881,mv_TID24428_START5_SIZE1_FT_0_CLASS881,mv_TID24447_START4_SIZE5_FT_0_CLASS881,mv_TID24451_START9_SIZE4_FT_0_CLASS881,mv_TID24456_START10_SIZE4_FT_0_CLASS881,mv_TID24434_START11_SIZE5_FT_0_CLASS881,mv_TID24457_START6_SIZE5_FT_0_CLASS881,mv_TID24428_START10_SIZE4_FT_0_CLASS881,mv_TID24452_START29_SIZE2_FT_0_5_CLASS881,mv_TID24450_START10_SIZE1_FT_0_5_CLASS881,mv_TID24456_START5_SIZE1_FT_0_CLASS881,mv_TID24429_START1_SIZE5_FT_0_CLASS881,mv_TID24446_START10_SIZE4_FT_0_CLASS881,mv_TID24429_START0_SIZE1_FT_0_5_CLASS881,mv_TID24458_START8_SIZE4_FT_0_CLASS881,mv_TID24446_START0_SIZE4_FT_0_CLASS881,mv_TID24436_START0_SIZE1_FT_0_CLASS881,mv_TID24447_START3_SIZE1_FT_0_5_CLASS881,mv_TID24428_START1_SIZE4_FT_0_CLASS881,mv_TID24447_START0_SIZE3_FT_0_CLASS881,mv_TID24429_START11_SIZE5_FT_0_CLASS881,mv_TID24435_START8_SIZE4_FT_0_CLASS881,mv_TID24450_START18_SIZE5_FT_0_CLASS881,mv_TID24446_START15_SIZE1_FT_0_CLASS881,mv_TID24456_START0_SIZE4_FT_0_CLASS881,mv_TID24448_START16_SIZE2_FT_0_1_6_CLASS881,mv_TID24430_START1_SIZE1_FT_0_CLASS881,mv_TID24451_START0_SIZE4_FT_0_CLASS881,mv_TID24448_START28_SIZE1_FT_0_CLASS881,mv_TID24452_START5_SIZE1_FT_0_4_CLASS881,mv_TID24456_START4_SIZE1_FT_0_CLASS881,mv_TID24429_START16_SIZE1_FT_0_5_CLASS881,mv_TID24434_START0_SIZE5_FT_0_CLASS881,mv_TID24448_START23_SIZE5_FT_0_CLASS881,tid,label
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11031,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11032,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11033,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11034,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11036,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11039,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11040,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11045,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11047,"390"
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11049,"390"
